lieu,latitude,longitude
Terrain de Tennis,"14,7496461","-17,490626"
K M S D,"14,7639451","-17,444326"
LABIS DAKAR ( CDEPS de Pikine Sise à petit Mbao),"14,7408757","-17,3340585"
Lycée Sergent Malamine Camara,"14,7460682","-17,4547333"
Siby Coiffure,"14,7361081","-17,292361"
Norwegian Refugee Council (NRC) - Dakar,"14,7417386","-17,5165232"
Garage mécanique chez Mbaye,"14,7433721","-17,3787667"
"Scat Lat Dior, Dakar Sénégal","14,6690352","-17,4405249"
SPIA,"14,7445955","-17,469814"
Pan z graphic,"14,7651256","-17,3483129"
Salon de Beauté,"14,7206423","-17,468211"
"207 Rue PO 60, Dakar 14000, Senegal","14,7457048","-17,4415733"
Zinira couture,"14,7117003","-17,4684255"
SenPro Services,"14,7114151","-17,4441178"
HEAVEN DRIVE,"14,738721","-17,4342406"
E.R.GE.C,"14,7506404","-17,4708407"
N. B. V Ndiambour Belle Viande,"14,7198888","-17,1776917"
Momo bio,"14,7147114","-17,4668545"
ECOTRAD YOFF APECSY DAKAR SENEGAL,"14,7470969","-17,4898424"
Optique Khelcom Mourtala M'Backe,"14,7018581","-17,4435119"
Vente de lapin chez SASA,"14,7497772","-17,4702241"
Agro expédition sarl,"14,7175247","-17,1950056"
Ibrahima Diaw,"14,7831755","-17,3788931"
Dr. F Parapharmacie,"14,7302493","-17,4660934"
Mosquée El Hadj Oumar El Foutiyou,"14,6743714","-17,448896"
Crèche Garderie-Hadja Mariama Bâ,"14,7408671","-17,429872"
MAILPACK.LTD,"14,6679282","-17,4331016"
Le paradis Des Enfants,"14,7412184","-17,2927542"
Alimentation Generale Extra Maģasin Téranģa (Emt),"14,7680919","-17,287976"
marché du porc (bignona),"14,7378264","-17,4436273"
Diamalaye 1,"14,7612887","-17,4543767"
Mere Yacine Coiffure,"14,7421536","-17,3606121"
Boutique Kbsb Dia Bou Sergine saliou,"14,7598122","-17,3943537"
Kds Senegal,"14,7428748","-17,3904924"
QI digital,"14,6692862","-17,4306471"
Garage Latir,"14,7358723","-17,4339292"
Couture Chez Khadim Dieng,"14,7644829","-17,3884522"
Modou Café et autres,"14,742416","-17,2561962"
Ta Soukeye,"14,7762298","-17,3612661"
European Management,"14,7209587","-17,4728929"
Restaurant Moss Doli Médina,"14,685191","-17,4508932"
Le K - Der Institut,"14,7018055","-17,4582192"
Chez zambio,"14,7705683","-17,4173272"
Tapisserie Wakeur Serigne Fallou,"14,7819118","-17,3751189"
SROUR COIFFURE,"14,6705594","-17,4352172"
Bayside Invest C2,"14,7350686","-17,4999161"
Arrêt BRT Dala Jam,"14,7710304","-17,4086664"
ETS ABANA AUTO,"14,7452063","-17,3798304"
Bijouterie l’écrin d’or 2.0,"14,6677397","-17,4366082"
Cabinet Médical TETA - Pédiatrie et Cardiologie - Dr. Jerôme Madjidabaye,"14,7293314","-17,4632493"
Car Wash,"14,6976157","-17,4433374"
Nasroulahi Couture Pape Gueye La Solution,"14,7632391","-17,4352189"
Dibiterie Haousa,"14,6892642","-17,450793"
Dang Le Nekh Soow,"14,7797872","-17,3601458"
EVAROSE'S COSMETICS,"14,718313","-17,4721685"
Station Tally bou khonk,"14,78922","-17,3496783"
école Ngelaw,"14,7089267","-17,4512627"
fa creation couture,"14,7507941","-17,389995"
Capital Auto Services,"14,7207321","-17,4707189"
Bijou diouf,"14,7077962","-17,4448149"
Amdi Café,"14,7631448","-17,3729241"
Dji Haute Couture,"14,741815","-17,4605707"
quincailleurie baye chiekh dieng,"14,797932","-17,329952"
Batrain,"14,712058","-17,4794086"
Mosquée Al-Istikhama,"14,7787695","-17,2927685"
Senico yarakh,"14,7394933","-17,4029247"
Marché Zac Mbao,"14,7384789","-17,3032067"
F B Couture,"14,7803631","-17,3955451"
Mercerie DIAGNE ET FRERE,"14,7056","-17,4437"
KEUR ADJA ALU,"14,7628506","-17,4462826"
Institut Privé de Gestion - Institut Supérieur de Technologies Industrielles,"14,7192496","-17,4616071"
Sarr’ house,"14,7360762","-17,3159356"
Passerelle CICES,"14,7463036","-17,4665458"
Saloum Boutique,"14,7490118","-17,5161195"
Sambaka,"14,7605165","-17,3710236"
El Mondo Kossy Auto,"14,6938738","-17,4399009"
scanti-tech,"14,7196964","-17,4697723"
Camp sékou mballo,"14,7526497","-17,437647"
SYSINFO SOLUTIONS,"14,6883598","-17,451246"
Auchan Mermoz,"14,6996625","-17,4700538"
Star Casino,"14,7395946","-17,5073435"
G1REV,"14,730951","-17,472915"
翁记小吃,"14,6880911","-17,4453134"
Diamond Bank,"14,6678384","-17,4328741"
Môle 8,"14,6968294","-17,4244291"
Auberge Nord Foire,"14,7559162","-17,4539608"
D-Events,"14,7738096","-17,3983183"
Rivoli Restaurant Pizzeria,"14,7264863","-17,4937036"
cabinet dentaire Dr Chérine EZZEDINE,"14,7491876","-17,5065577"
FALLOU CAFé 1 Drive,"14,7569766","-17,4610697"
Elegance Auto,"14,71015","-17,46264"
Le Chat Sauvage,"14,8400995","-17,2481714"
Ndiasse Couture,"14,6784991","-17,454521"
K-Lounge,"14,7341811","-17,5085157"
Quincaillerie Generaal Keur Cheikh Tidiane/Gaye & Freres,"14,7638315","-17,3517817"
Ims School Delegue Medical,"14,7604246","-17,473803"
Ngor Island Surf Camp,"14,7557501","-17,5159445"
OLA ENERGY RéPUBLIQUE,"14,66725","-17,441503"
Domaine de El Hadji Khalidou Djigo,"14,7866088","-17,2104308"
NOMAD Restaurant Maristes,"14,7424","-17,4303641"
Mairie de Boune,"14,7660799","-17,3396216"
Casa Bar,"14,7375663","-17,444846"
Cité Aboubakrine Sidikh ( Senelec kounoune),"14,7649565","-17,2464112"
Cité Gabon Rufisque,"14,7194237","-17,2906251"
Mini Supermarché & Multi Service Sope Naby,"14,8122984","-17,2505548"
Sante Yolla Boutique,"14,766204","-17,422251"
Keshi Java software,"14,7461075","-17,5108253"
Aide et Action,"14,725169","-17,4705872"
La maison de dechoui,"14,7158494","-17,4535688"
Ko Mode,"14,7772682","-17,2255854"
Tonss Production,"14,7110245","-17,465825"
MF,"14,7402004","-17,519009"
Exquisite Boutique “tissus & accessoires”,"14,7223279","-17,4948496"
Marché jibo,"14,7773507","-17,3269977"
Coco,"14,7123699","-17,435051"
Villa alltech,"14,7491343","-17,2753625"
Ruby watches,"14,6934375","-17,4745625"
Poste SENELEC UCAD,"14,6922641","-17,4614828"
Alimentation Sarr et frere,"14,7082118","-17,4508366"
Cem De Niagha,"14,817358","-17,2494489"
Grands Moulins De Dakar Dépôt Pikine,"14,7462636","-17,4023482"
Centre Commercial Rufisque Ouest,"14,7208604","-17,2826436"
Jplus,"14,7498301","-17,4724302"
Résidence Michelle BA,"14,7466752","-17,5064017"
SALIHATE SHOP,"14,7555393","-17,4658423"
Papa Crêpes & Gourmandises,"14,7138415","-17,4613516"
Laboratory BIO 24,"14,6719128","-17,4330366"
cpcatl,"14,7883756","-17,3385904"
Ouakam,"14,7266639","-17,4965691"
Tissu Design,"14,6762116","-17,4448045"
Housse auto,"14,6754485","-17,4501212"
Restaurant Khadimou Rassoul,"14,7427375","-17,4183769"
Marchè Bignona,"14,7373363","-17,4435972"
Salon De Coiffure,"14,7871805","-17,3464298"
Mosquée de HLM 4 alias jummah imam sarr,"14,7105648","-17,4449055"
Ecole Privée Libasse Niang,"14,7809446","-17,3268004"
Omar ndindi,"14,7345908","-17,3303013"
Quincaillerie BACHIR DIAGNE,"14,804442","-17,3398503"
Pharmacie Tally Icotaf,"14,7475706","-17,3979434"
Mana Fashion Oser Sagnser Aisé,"14,7184154","-17,2786702"
Groupe Akademia Dakar,"14,6999305","-17,4639761"
Ambassade Libye,"14,7013473","-17,4765017"
Bank Of Africa,"14,7042778","-17,4469936"
Chez Belly et fils,"14,7586851","-17,3793641"
Ibra Fall,"14,7276662","-17,2740978"
NEW AFRICA CONSULTING SERVICES AND TRADING,"14,7293017","-17,4656391"
BITZER Sénégal,"14,7392992","-17,5094696"
Ecole Mbaye Diouf,"14,7537636","-17,366709"
KING SI MODEL COLLECTION,"14,6973353","-17,4433658"
Bocoum shoes,"14,7203725","-17,4616519"
Thiam Creation,"14,7879276","-17,3455222"
le poulailler chickens kalobone,"14,742669","-17,354466"
All Group Auto Shop,"14,7499578","-17,4639174"
Villa AÏCHA,"14,7323202","-17,5099669"
Salon De Coiffure Adjia Balle,"14,7302385","-17,4613581"
Les Gourmandises de Ma'dame by Chef Saly,"14,7208864","-17,4561686"
villa 175,"14,741597","-17,3565977"
CVL INTERNATIONAL SAS,"14,6736567","-17,4341709"
Association Des Clandestins Rapatries Et Familles Affectees De Thiaroye/Mer,"14,7422019","-17,38038"
Seck Télécom et travaux publics,"14,7420314","-17,4546667"
PERF IMPRIMERIE,"14,7336963","-17,4244873"
Bra Quincaillerie Sounan Rek,"14,7887106","-17,2933045"
Guelewar Couture,"14,7265635","-17,4446677"
Quincaillerie Sope Dabakh,"14,7591073","-17,3862463"
NODAL,"14,6965796","-17,4595286"
Direction de la Programmation budgétaire,"14,6667396","-17,4371388"
Parc De Sport Olympique,"14,6969296","-17,4610377"
Galerie des Dames,"14,7394009","-17,4324007"
Jardin Tropicale,"14,7544008","-17,4904987"
Maribou,"14,6860812","-17,4436795"
WAYEMBAM,"14,8219929","-17,2245665"
Restaurant Chez Kine,"14,746201","-17,3762444"
Ôbeauteintetcils,"14,7412062","-17,4683967"
Restaurant Maman Africa,"14,8032215","-17,2752922"
LA COIFF,"14,7410052","-17,4679522"
Sup'Management - Ecole de Management et Gestion Dakar Sénégal,"14,7030435","-17,4626676"
2A AUTO PARTS,"14,7211821","-17,4316428"
New Real Shop,"14,7501646","-17,4693322"
EB,"14,7520507","-17,3972665"
Trust Electroniques et Sonorisation,"14,7341652","-17,4564463"
Baye Modou Guinar,"14,7369106","-17,4543705"
DECOM SAS,"14,7288559","-17,4605814"
Les Badamiers - Résidence Archeveque de Dakar,"14,6878921","-17,4695184"
Galaxie Shoes,"14,6967645","-17,4440595"
Deggo,"14,7680905","-17,3778826"
Sene Restaurant,"14,73398","-17,3282794"
Dakar Farmers Market,"14,7410085","-17,5238285"
Xam Cool Noppi,"14,7690178","-17,3845685"
ASANKA DELIGHT DAKAR,"14,6891244","-17,4496423"
Elie,"14,7326128","-17,4356888"
EDEN TOURS & TRAVEL,"14,7418236","-17,4630785"
Netsysteme Informatique,"14,7505544","-17,4713016"
Jagana,"14,6763258","-17,4501689"
Station EM,"14,7581766","-17,2774644"
Agence Ecobank,"14,7568824","-17,396237"
Jardin D'enfants Kër Sœur Dominique Guyol,"14,7549559","-17,3515501"
Talli Carro Sante Yalla,"14,736886","-17,279715"
Baines Business,"14,7565599","-17,4864576"
Sips,"14,7526798","-17,3833594"
Amaïcha Couture,"14,7381143","-17,4341259"
Piscine BCEAO (grand bassin),"14,7606151","-17,4617949"
Opensys Technologies,"14,7288883","-17,4647629"
Christ Embassy HANN MARISTES,"14,7311633","-17,4314047"
Quincaillerie Generale M.a.s.s,"14,7721824","-17,2491918"
Grande Mosquée de Bargny 2,"14,6905201","-17,227028"
Porc au four Dakar,"14,7117369","-17,4600339"
Air France,"14,669455","-17,4303912"
Simone Coiffure,"14,738409","-17,4431123"
SeaView,"14,7448164","-17,5210986"
DAIKON Ouest Foire,"14,7500173","-17,4704123"
Superette Kocc,"14,7400481","-17,4615107"
Senegalaise Paper,"14,6833964","-17,4499096"
2Kr Pieces Autos,"14,7838235","-17,3046103"
senspor,"14,731817","-17,4222343"
ENERGECO-Afrique,"14,7240358","-17,4413672"
Quartier Protet,"14,6817773","-17,4360311"
Bassin Marché Bou Bess,"14,7743313","-17,3738811"
Grathil restaurant,"14,6805848","-17,4443407"
BSK Dakar,"14,7072107","-17,4562031"
Cabinet ophtalmologie Dr Amadou Baba Diallo,"14,7688055","-17,4224761"
psalmylee Piece detache,"14,675566","-17,4424526"
Keur Adji. F. Mandian 2Roue,"14,7631885","-17,4411369"
Restaurant Sopeborome Darou,"14,7526453","-17,3979911"
Salon.De Coiffure,"14,7401939","-17,4109009"
Nina Bijouterie,"14,6686299","-17,4381001"
Mbacké Apple and Baye Tech,"14,6862564","-17,448819"
Tapisserie Ma Cha Allah,"14,7579099","-17,3871007"
Basketball Court,"14,7755153","-17,4067828"
DHL Service Point (DAAROU SALAM MULTISERVICES),"14,75888","-17,47973"
Wakeur Serigne Bassirou Mbacke,"14,7583663","-17,3953713"
Moyen Secondaire Ysg,"14,7613999","-17,4246683"
Chez Amsatou Madeleine NDIAYE,"14,7036955","-17,4528623"
Salon De Coiffure,"14,7864253","-17,2154382"
Cabinet Immo Service,"14,7733926","-17,4074955"
TotalEnergies Ngor,"14,7520836","-17,5008432"
Studio Afric'Art,"14,7504089","-17,4490439"
le tout à volonté,"14,6702641","-17,4338851"
Sen Legumes4,"14,7477393","-17,3075729"
We Connect Farmers,"14,7318108","-17,50796"
Almadies pool,"14,7418188","-17,5187227"
Musée Léopold Sédar Senghor,"14,6967059","-17,4713761"
Acep Epargne - Credit,"14,7848084","-17,3734104"
Massada Communication Agency,"14,7110245","-17,465825"
C3S PIKINE,"14,7663773","-17,3975327"
Chez Carla Hôtel & Restaurant - La Maison d'Italie,"14,7550123","-17,5143209"
ProjSarDiam,"14,7129859","-17,1832905"
Wa keur borom taïf,"14,757254","-17,391633"
Terrain Sablux,"14,7944997","-17,1986636"
Sencouches,"14,7283095","-17,455179"
Brioche Doree Bakery Diamalaye,"14,7596696","-17,4523763"
Anciens canons,"14,6703619","-17,399396"
HELENAGRO,"14,7805681","-17,3446039"
cours de code,"14,7160485","-17,4602794"
Chez Brigite,"14,7578266","-17,4285831"
Zéyna meulfa en face keur baye,"14,7215703","-17,4491908"
Sira Couture,"14,7738758","-17,3852865"
AC Corporate,"14,728215","-17,4705284"
Mosquée Ndiolmane Bargny,"14,6945142","-17,2357142"
Sandial Couture,"14,6685725","-17,4357984"
Square Of Wholes Peits Diacksao 1,"14,7866254","-17,3148883"
Ya Couture Styliste,"14,7497476","-17,4018929"
Complexe Xelcom Bache,"14,7504761","-17,4079603"
Pharmacie Adji Maguette,"14,7313835","-17,4590155"
Grande Mosquée de Niague,"14,8128052","-17,2500446"
Recette générale - Trésor Public,"14,671437","-17,4278019"
PA unité5,"14,76323","-17,4295518"
Eglise Saint Pierre Sant yalla 2,"14,7699424","-17,3025327"
Institute Miftahoun Nasri,"14,782367","-17,2705011"
Terrain Mbao,"14,7318131","-17,3189502"
Nafi,"14,7761365","-17,4064998"
Kinkégroupe,"14,7243495","-17,4706154"
Groupe Scolaire Privé Ndeye Fatou Sylla,"14,712386","-17,4477873"
Gare de Yeumbeul,"14,7652111","-17,3560266"
Center Education Road Pour Enfant Fondation Total,"14,698927","-17,44419"
Police de Thiaroye,"14,7591577","-17,3832117"
Sem Sports TV,"14,7633035","-17,4359335"
Résidence diannatou,"14,8481321","-17,2437791"
Espace Sénégal Service de Rufisque,"14,7185609","-17,2748411"
Groupe Scolaire Keur Sope Baye Laye,"14,7701873","-17,4234733"
Ghost home,"14,7423733","-17,4673266"
Wutiko Senegal SAS,"14,6990734","-17,4611298"
Decathlon Bel Air,"14,7003994","-17,4367892"
Garage rufisque Bayakh,"14,7158795","-17,272384"
Etude Me DIA,"14,7314779","-17,458902"
DAARA TAFSIR MOUHAMMAD NDIAYE SANOU,"14,7861265","-17,230625"
Ndindi Serigne Fallou,"14,7403724","-17,4107828"
Elementary School El Hadji Babacar Cisse,"14,7298796","-17,3227552"
Ecole Bargny Mervi,"14,6911597","-17,2254972"
Marché kogn-bi,"14,7474921","-17,4664206"
Blanchisserie Pro Net Pressing,"14,736442","-17,422751"
U-IMCEC,"14,7437748","-17,4256789"
Banque de l’habitat du senegal (BHS),"14,7078931","-17,4603278"
Quartier abdou ndiaye diamaguene,"14,7519272","-17,3604308"
Pharmacie Darou Salam 2,"14,7724272","-17,4004434"
Terrain Dieuppeul,"14,7184298","-17,453065"
Le 7/5 restaurant,"14,7007616","-17,4470009"
Depot Gaz Lobbou Mame Diarra Bousso,"14,7683675","-17,3331603"
KARE ENTREPRISES,"14,6765118","-17,4511938"
Zeina Beauty,"14,7811222","-17,3042451"
Institut Coranique,"14,8128082","-17,1784577"
Dispensaire Yeumbeul Layene,"14,7707658","-17,3632037"
Pharmacie Baba Diene,"14,7832452","-17,3772559"
ZAC Pharmacie field AGO Erra ISP,"14,7457308","-17,3000746"
Machala Couture,"14,7185842","-17,468126"
Ecole Privee Le Fogny,"14,7452078","-17,3222234"
2M Matériel Médical,"14,7590069","-17,4482758"
La Nantaise,"14,7550226","-17,4689809"
Boutique Sope Khadim,"14,6729017","-17,4373491"
Boulangerie Dado,"14,7490343","-17,4694114"
Mbaye Ababacar Shop,"14,7394709","-17,4648932"
Keur of Champions,"14,7347447","-17,5085388"
Air Cairo Senegal,"14,671878","-17,4289785"
tayssir carreaux,"14,7427761","-17,4502831"
Ouroul aini shop by Mme Dioum,"14,7420324","-17,4709368"
Grande Mosquée de Mermoz,"14,7048477","-17,4718454"
LEGIL VOYAGES,"14,7451271","-17,5123954"
Alimentation Lamarana Diallo,"14,7339008","-17,1828809"
Hotel Hong Kong II,"14,7457067","-17,4557684"
Diamono Couture,"14,7578763","-17,3597267"
Datacenter Groupe Sonatel,"14,7349805","-17,2946865"
Chez Rony,"14,737587","-17,496024"
ABDOULAYE DIALLO COMMERCANT,"14,6719453","-17,4354069"
Department Mathématique,"14,6999671","-17,4648164"
Wel´com Pressing,"14,7184716","-17,4538483"
Cimetières musulmane de guediawaye,"14,7895273","-17,3722178"
Centre de la mer,"14,661221","-17,4327003"
Machalah pressing,"14,7502184","-17,4713305"
Gendarmerie Foire,"14,7451124","-17,4672992"
Restaurant Diam ak kheweul,"14,7055844","-17,4591154"
Bijouterie La Vita,"14,7080544","-17,466272"
Ambassade De La Republique Indonesie,"14,70445","-17,4777849"
Salon De Coiffure,"14,7404435","-17,280854"
Colobane I,"14,6931597","-17,4475361"
School Of Music De Dakar,"14,7225725","-17,4843441"
School Bataillon,"14,7731796","-17,340763"
Blanchisserie Clair Net,"14,7183945","-17,4517399"
Consortium Immobilier,"14,7393406","-17,471137"
Sally Lakh,"14,7258443","-17,4936892"
Private School Fabien Sagnan,"14,751333","-17,4458989"
Groupe Ism Dakar,"14,6938939","-17,4596571"
Noreyni Cafe Touba,"14,7708515","-17,3769248"
Car Wash,"14,7634285","-17,3740005"
Polygon.sn,"14,7107369","-17,4424782"
Chez Bijou Restaurant,"14,7260944","-17,4512392"
Axa Assurances,"14,750556","-17,4566594"
Fary Glam’s Store & Makeup,"14,7380414","-17,2808469"
Educ'Action,"14,7388554","-17,5137265"
Yaye Anta Shop,"14,735335","-17,4518204"
Serigne- Babacar-Sy,"14,8271723","-17,2115935"
Daarou Tanzil Ecole Franco Arabe Serigne Cheikh Saliou,"14,7573362","-17,4487951"
Etshos-Imed,"14,6783133","-17,4632493"
CONOBAFI,"14,683131","-17,4448373"
Amina Coiffure,"14,7720688","-17,3285543"
"MB immo-France : Appartement meublé Dakar, Avenue Cheikh Anta Diop","14,6962391","-17,4655703"
Frotcom Senegal,"14,7352758","-17,5085995"
Bureau DMT,"14,7517617","-17,241441"
Siir boutique,"14,7523256","-17,4717484"
Cafeteria Du Port,"14,6736173","-17,4308355"
Beton Concept,"14,7317845","-17,2553927"
Ocean Pharmacy,"14,70052","-17,470608"
Jadoré Boutique,"14,7060984","-17,4594241"
Acep,"14,7815889","-17,3812127"
Bambinerie Bébé & Maman,"14,7531791","-17,471435"
Dakar,"14,7623335","-17,374242"
Imblabo-btp.sn,"14,722227","-17,484128"
Mosquée Ndawene,"14,7696928","-17,3643493"
ARMP Centre de Documentation,"14,7144866","-17,4664487"
Association des Jeunes pour la Lutte contre le Chômage et pour la scolarisation des enfants,"14,7110245","-17,465825"
Sorafama-Obouya spa,"14,7498871","-17,4638997"
Darou Nousty Création,"14,760546","-17,4444317"
YIIF agence créative,"14,7380969","-17,4355019"
Salon De Coiffure Nisabelle,"14,7200275","-17,467937"
SALON DE COIFFURE éCLAT,"14,7471715","-17,2959256"
Delivery Service Dakar % Livraison,"14,7593515","-17,4478135"
Kouyaté oury mamadou,"14,7626215","-17,4817466"
Atlantis Technologies Equipement,"14,6779646","-17,4465324"
restaurant chez Mama Amy,"14,6803911","-17,4564119"
Touba Porokhane Keur M Diarra Bousso Bator Kebe,"14,7105953","-17,4515477"
Bassirou,"14,7202674","-17,4485888"
Keur Mor Dieye,"14,7517691","-17,3614407"
SARTORISEN,"14,7538102","-17,463044"
NCD - NATURE COMMUNAUTé ET DEVELOPPEMENT,"14,7554752","-17,4045756"
TILDA SUPERSTORE NGOR DAKAR,"14,7489258","-17,5150435"
Touba Darou Karim,"14,7485083","-17,4533795"
Samaritain 1,"14,7195133","-17,4722875"
La surprise,"14,6698562","-17,4360296"
Fallou wargua,"14,761685","-17,3706427"
Khady Consignes Coiffure,"14,715868","-17,4456606"
Cité coopérative dental Nafore ministère justice,"14,8094919","-17,2617986"
Preta Porter,"14,7556512","-17,4471807"
Complexe Scolaire Pape Djibril Diouf,"14,7360545","-17,1477337"
Baay Guin's - Livraison de poulets express,"14,7257096","-17,4472075"
You creation,"14,7477827","-17,3975879"
Deffart,"14,780333","-17,3771729"
